상품 ID,브랜드,성별,카테고리1,카테고리2,원산지,실패 사유
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,"치환 실패 - 브랜드: COSTARELLOS, 카테고리: D/AB/DRESS, 원산지: "
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,"치환 실패 - 브랜드: ALBERTA FERRETTI, 카테고리: D/AB/DRESS, 원산지: "
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,"치환 실패 - 브랜드: PIERRE LOUIS MASCIA, 카테고리: D/AB/SHIRT, 원산지: "
AB01XPS2530X001,COSTARELLOS,D,AB,DRESS,MADE IN POLAND,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
AB01XA0401XX007,ALBERTA FERRETTI,D,AB,DRESS,,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
AB04XALOES-P001,PIERRE LOUIS MASCIA,D,AB,SHIRT,,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997764,Purotatto,Woman,Clothing,Sweaters,,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997766,MONCLER KIDS,Kids,Clothing,T-shirts and Polos,PORTUGAL,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999121,Gran Sasso,Man,Clothing,Shorts,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999152,Emporio Armani,Man,Clothing,Jeans,CINA,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21999198,Moschino,Kids,Clothing,Dresses,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999202,Antonelli Firenze,Woman,Accessories,Scarfs,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999214,Burberry Kids,Kids,Clothing,Top,VIETNAM,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999271,Il Gufo,Kids,Clothing,Dresses,Italy non preferential,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21999317,Saint Laurent,Man,Clothing,Sweaters,France UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996193,Burberry Kids,Kids,Clothing,Top,VIETNAM,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996196,Chiarini,Man,Bags,Bags..,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996209,EA7,Kids,Accessories,Hats,CINA,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996238,MONCLER KIDS,Kids,Clothing,Sweaters,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996271,STONE ISLAND KIDS,Kids,Clothing,Trousers,ROMANIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996301,Dolce & Gabbana,Man,Bags,Bags..,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996317,Dolce & Gabbana,Woman,Shoes,Flat shoes,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998227,Gran Sasso,Man,Clothing,Sweaters,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21995995,TOMWOOD,Woman,Accessories,Bijoux,TAILANDIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996022,Saint Laurent,Man,Shoes,Sneakers,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996038,Moschino,Kids,Clothing,Trousers,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996055,Marques Almeida,Woman,Clothing,Skirts,PORTUGAL,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996073,STONE ISLAND KIDS,Kids,Clothing,Trousers,ROMANIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996178,Antonelli Firenze,Woman,Clothing,Jackets,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996861,BELLEROSE,Kids,Clothing,Shirts,INDIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996897,Alexander McQueen,Woman,Shoes,Sneakers,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21999418,D.EXTERIOR,Woman,Clothing,Shirts,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998329,Fear of God,Man,Clothing,Jeans,Japan,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998345,Gucci,Woman,Clothing,Jackets,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21998389,Il Gufo,Kids,Clothing,Dresses,Italy non preferential,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997963,TOMWOOD,Woman,Accessories,Bijoux,TAILANDIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997980,MOSCHINO KIDS,Kids,Clothing,Sweaters,Portugal,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997990,Il Gufo,Kids,Clothing,Shirts,Italy non preferential,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21998006,Forte Forte,Woman,Clothing,Jackets,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999004,MONCLER KIDS,Kids,Clothing,T-shirts and Polos,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999039,Gucci,Man,Clothing,Jeans,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21999091,Chiarini,Woman,Accessories,Wallets,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999098,BELLEROSE,Kids,Clothing,Sweaters,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21998719,Twin-set,Kids,Clothing,Skirts,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21998775,MONCLER KIDS,Kids,Clothing,Dresses,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998787,Il Gufo,Kids,Clothing,Coats,Bulgaria non preferential,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21998794,Gran Sasso,Man,Clothing,Sweaters,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998807,Heresis,Woman,Clothing,Coats,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998811,Polo Ralph Lauren,Kids,Clothing,Sweaters,CAMBOGIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996937,Gran Sasso,Man,Clothing,Sweaters,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996939,STONE ISLAND KIDS,Kids,Clothing,Trousers,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996969,Burberry Kids,Kids,Clothing,Sweaters,TAILANDIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997023,Saint Laurent,Woman,Clothing,Skirts,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997108,MONCLER KIDS,Kids,Clothing,Jackets,ARMENIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997116,MOREAU,Woman,Accessories,Wallets,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21756966,Gucci,Woman,Clothing,Jeans,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21813199,Polo Ralph Lauren,Kids,Clothing,Shirts,VIETNAM,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997327,EA7,Kids,Accessories,Hats,CINA,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997334,STONE ISLAND KIDS,Kids,Clothing,Sweaters,BULGARIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997453,Dolce & Gabbana,Woman,Accessories,Belts,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997454,Alexander McQueen,Woman,Bags,Bags..,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997655,Catya,Kids,Accessories,Scarfs,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997669,GUCCI KIDS,Kids,Clothing,Jackets,Italy UE,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997729,Chiarini,Man,Accessories,Wallets,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997730,Saint Laurent,Woman,Clothing,Sweaters,France UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996568,Gucci,Man,Clothing,Coats,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996589,MONCLER KIDS,Kids,Clothing,T-shirts and Polos,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996590,Twin-set,Kids,Clothing,Skirts,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996668,STONE ISLAND KIDS,Kids,Clothing,T-shirts and Polos,TUNISIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996710,Gran Sasso,Man,Clothing,Sweaters,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21996722,MONCLER KIDS,Kids,Clothing,Sweaters,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998490,Gran Sasso,Man,Accessories,Hats,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998504,FENDI KIDS,Kids,Shoes,Sneakers,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998622,Polo Ralph Lauren,Kids,Clothing,Trousers,BANGLADESH,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21998667,Stella McCartney,Kids,Clothing,Sweaters,Türkiye,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996463,GUCCI KIDS,Kids,Accessories,Hats,Italy UE,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21996478,MONCLER KIDS,Kids,Clothing,Jackets,MOLDOVA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997151,Stella McCartney,Kids,Clothing,Trousers,Türkiye,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997248,Dolce & Gabbana,Woman,Accessories,Bijoux,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21997249,Il Gufo,Kids,Clothing,Jackets,Bulgaria non preferential,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21997312,Polo Ralph Lauren,Kids,Clothing,Shirts,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000146,MONCLER KIDS,Kids,Clothing,Sweaters,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000162,Woolrich,Kids,Clothing,Jackets,Cina,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000213,Catya,Kids,Accessories,Hats,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000309,Moschino,Kids,Clothing,T-shirts and Polos,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000315,MONCLER KIDS,Kids,Clothing,Jackets,ROMANIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000321,MONCLER KIDS,Kids,Clothing,Sweaters,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999651,Chiarini,Man,Accessories,Wallets,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999659,TOMWOOD,Woman,Accessories,Bijoux,TAILANDIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22001600,Borbonese,Woman,Accessories,Wallets,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001612,GUCCI KIDS,Kids,Clothing,Sweaters,Italy UE,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22001742,MONCLER KIDS,Kids,Clothing,Shorts,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001763,Twin-set,Kids,Clothing,Dresses,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000362,Gucci,Woman,Bags,Bags..,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000409,BELLEROSE,Kids,Clothing,Sweaters,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000421,Gran Sasso,Man,Accessories,Scarfs,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000445,Burberry Kids,Kids,Clothing,Sweaters,TAILANDIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000480,Loro Piana,Woman,Clothing,Trousers,ITALIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000629,Alexander McQueen,Woman,Shoes,Sneakers,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22002587,Polo Ralph Lauren,Kids,Clothing,Trousers,BANGLADESH,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22002754,MONCLER KIDS,Kids,Clothing,Jackets,SERBIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001998,RRD,Man,Clothing,Jackets,,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22002045,Gucci,Woman,Bags,Bags..,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22002084,Alexander McQueen,Woman,Bags,Bags..,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22002161,Moschino,Kids,Clothing,Trousers,PORTUGAL,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000828,Gucci,Woman,Bags,Bags..,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000873,Tod's,Woman,Shoes,Sneakers,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000881,Burberry Kids,Kids,Clothing,Top,VIETNAM,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000944,Tagliatore 0205,Woman,Clothing,Jackets,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000983,Gucci,Man,Shoes,Sandals,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22002420,Burberry Kids,Kids,Clothing,Jackets,GRAN BRETAGNA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22002571,Burberry Kids,Kids,Clothing,Sweaters,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22000997,Antonelli Firenze,Woman,Clothing,Shirts,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001061,FENDI KIDS,Kids,Clothing,Coats,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001096,Moschino,Kids,Clothing,Sweaters,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001168,MONCLER KIDS,Kids,Clothing,Coats,ARMENIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001281,STONE ISLAND KIDS,Kids,Clothing,Sweaters,BULGARIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003077,Chiarini,Man,Accessories,Wallets,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003096,MONCLER KIDS,Kids,Clothing,Dresses,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003141,MONCLER KIDS,Kids,Clothing,Sweaters,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003187,Purotatto,Woman,Clothing,Coats,,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003274,Levi's,Man,Clothing,Jeans,Vietnam; Viet Nam,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22002206,Chiarini,Man,Bags,Bags..,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22002218,MONCLER KIDS,Kids,Clothing,Jackets,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22002297,Polo Ralph Lauren,Kids,Clothing,T-shirts and Polos,BANGLADESH,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999935,Loro Piana,Woman,Accessories,Hats,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000074,Burberry Kids,Kids,Clothing,Sweaters,VIETNAM,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22000119,Helmut Lang,Man,Clothing,Shirts,USA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22002869,Purotatto,Woman,Clothing,Coats,,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22002883,MONCLER KIDS,Kids,Clothing,Jackets,ROMANIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22002897,Catya,Kids,Accessories,Scarfs,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22002989,Burberry Kids,Kids,Clothing,Sweaters,TAILANDIA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22003370,Woolrich,Kids,Clothing,Jackets,VIETNAM,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003410,Borbonese,Woman,Bags,Bags..,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003472,Gran Sasso,Man,Accessories,Hats,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003510,Catya,Kids,Accessories,Hats,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003515,MOREAU,Woman,Accessories,Wallets,Spain,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003549,Polo Ralph Lauren,Kids,Clothing,Trousers,BANGLADESH,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001398,Mini Rodini,Kids,Clothing,Sweaters,Türkiye,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22001457,FENDI KIDS,Kids,Clothing,Dresses,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001500,Dolce & Gabbana,Woman,Clothing,Sweaters,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001544,MONCLER KIDS,Kids,Clothing,Jackets,MOLDOVA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001549,Chiarini,Man,Bags,Bags..,CHINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22001789,Polo Ralph Lauren,Kids,Clothing,Dresses,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22001796,GUCCI KIDS,Kids,Clothing,Trousers,Italy UE,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22001844,Balenciaga,Woman,Clothing,Jackets,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22001854,Polo Ralph Lauren,Kids,Clothing,Trousers,BANGLADESH,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999724,Catya,Kids,Accessories,Scarfs,ITALY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
21999778,Gucci,Woman,Clothing,Top,Italy UE,브랜드 성공 / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
21999828,MONCLER KIDS,Kids,Clothing,Trousers,TURKEY,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003847,Polo Ralph Lauren,Kids,Clothing,Sweaters,,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003870,MONCLER KIDS,Kids,Clothing,Jackets,MOLDOVA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003893,Manolo Blahnik,Woman,Shoes,Sandals,Italy,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003896,BELLEROSE,Kids,Clothing,Sweaters,CINA,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22003906,Barba Napoli,Man,Clothing,Shirts,,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003913,Baby Dior,Kids,Clothing,Dresses,Portugal,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
22003958,A.P.C.,Unisex,Bags,Bags..,MAURIZIUS,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 실패(사유: 매핑실패)
22004165,MONCLER KIDS,Kids,Clothing,Trousers,PORTUGAL,브랜드 실패(사유: 매핑실패) / 카테고리 성공 / 원산지 성공
